topic,rank,doc
109,2,EU: Russia has still not allowed ICRC to visit Olenivka #Ukraine
109,3,EU: Russia has still not allowed ICRC to visit Olenivka #UkraineRussiaWar #UkraineUnderAttaсk #UkraineWar #UkraineWarNews
110,1,how do you sleep ⁉️ #GenocideOfUkrainians #RussianWarCrimes #RussiaIsATerroristState #ArmUkraineNow
110,2,"How do you sleep at night? Any of your 'deeply concerned' tweets intercepted a missile falling on civilians or saved any POW's life? Self-dissolution is your only option, frankly I don't even know why you still exist. #russiaisaterrorisstate #OlenivkaMassacre"
110,3,"How do you sleep at night? Any of your 'deeply concerned' tweets ntercepteda missile falling on civilians or saved any POW's life? Self-dissolution is your only option, frankly I don't even know why you still exist. #russiaisaterrorisstate #OlenivkaMassacre"
111,1,"Rules are for sane people, not egomaniacal,spiteful, sadists like #Putin.He doesn't care about rules,he uses them to his advantage to kill more civilians,hoping the west feels guilty for their sanctions. #Zelenskyy didn't help TFG get dirt on Biden,#Biden needs to help more now🇺🇦"
111,2,"#VLADIMIR #PUTIN! WE HAVE MORE SANCTIONS,IF YOU WANT.. WE DO NOT RECOGNIZE YOUR JUDGMENTS WE WANT YOU TO DELIVER ALEXEI #NAVALNY TO THE INTERNATIONAL RED CROSS WE WANT IT TO BE SEEN BY DOCTORS IN #EUROPE AND OUTSIDE #RUSSIA #LAVROV #SWISS #SWIZERLAND #MOSCOW #KREMLIN #PESCOV"
111,3,"#VLADIMIR #PUTIN! WE HAVE MORE SANCTIONS,IF YOU WANT... WE DO NOT RECOGNIZE YOUR JUDGMENTS WE WANT YOU TO DELIVER ALEXEI #NAVALNY TO THE INTERNATIONAL RED CROSS. WE WANT IT TO BE SEEN BY DOCTORS IN #EUROPE AND OUTSIDE #RUSSIA. #LAVROV #SWISS #SWIZERLAND #MOSCOW #KREMLIN"
112,1,"I am not here to troll. I'd like for the world to understand that did not make an attempt to create a humanitarian corridor into #Ukraine for #Ukrainian citizens. Their agreement with #russia puts our men, women and children in direct access to people who wish them ill."
112,2,"#Russian invasion of #Ukraine: What should businesses do? See our guidance on good practices for companies operating in conflict-affected contexts, using materials from"
112,3,"#Russian invasion of #Ukraine What should businesses do? See guidance on good practice for companies operating in conflict-affected contexts, using materials from"
113,1,"12,000 pledges of accommodation from Irish people to refugees from Ukraine through the Irish Red Cross website, 3000 offering secondary or holiday homes. #BorisJohnson #PritiPatelResign #ToryIncompetence #UkraineWar"
113,2,Please share. The Irish Red Cross is overseeing the register of pledges for accommodation to help Ukrainian refugees in Rep of Irl. Many British have 2nd holiday homes in ROI &amp; may wish to offer them to the refugees. #standwithukraine
113,3,You can now register pledges of accommodation and other services to assist Ukrainian refugees with the Irish Red Cross. #StandWithUkraine️ Please RT. Link here;
114,1,Azov Regiment provided unique footage of the current rescue operation in #Mariupol. We thank the and for their support. Many people worked to make this possible. The work will continue until we save all our people. #SaveMariupol #StandWithUkraine #StopRussia
114,2,"#Azov Regiment provided unique personnel of the rescue operation in #Mariupol,said #Arahamiya,thanking for the support of the and the ""Many people have worked to make this possible.The work will continue until we save all our people,""said the leader of the #CH faction."
114,3,"The Azov Regiment provided unique footage of the rescue operation in Mariupol. Thank you for the support of the UN and the International Committee of the Red Cross. ""Many have worked to make this possible. The work will continue until we save all of our people."" #Mariupol #Azov"
115,1,In the interest of conducting an objective investigation of the strike on the detention centre in #Yelenovka #Donetsk causing deaths of many #Ukraine #POWs #Russia has officially invited experts from #UN and the International Red Cross #IRC to carry it out
115,2,JUST IN: Russia said it has invited experts from the UN and the Red Cross to investigate the deaths of dozens of Ukrainian prisoners in a jail held by Moscow-backed separatists #UkraineWar
115,3,Russia has invited experts from the UN and the Red Cross to investigate the deaths of dozens of Ukrainian prisoners held in a jail by Moscow-backed separatists. #UkraineRussianWar
116,1,UPDATE - The roadblock in #NagornoKarabakh remains closed to all civilian traffic and movement by #Azerbaijan's authorities. and #Russia's Peacekeeping contingent vehicles are the only ones permitted through. #Armenia
116,2,"UPDATE: The #NagornoKarabakh-#Armenia highway remains blocked by #Azerbaijan, no changes in the situation, all civilian transit/trade blocked since 12 Dec. 2022, only and #Russia's peacekeeping contingent vehicles permitted to transit. *Photo provided by Azeri authorities"
116,3,"#Azerbaijan state-controlled Ictimai TV reports 20 vehicles passing through the #NagornoKarabakh roadblock during 3 January. 6 lorries reported, most likely from #Russia's Peacekeeping contingent (RPC). Since 12 Dec. only RPC and vehicles have been permitted. #armenia"
117,1,#Olenivka is a direct proof of russians’ terror and the full inaction of the . 53 dead captured Ukrainians!!! #saveazovstaldefenders #Azovstal #Mariupol
117,2,"#Olenivka is a direct proof of russians’ terror and full inaction of the . As a result - 53 dead captured Ukrainians. Titans, who bravely defended #Mariupol and #Azovstal for 86 days, are in captivity of the most insidious enemy now. The world must #SaveAzovstalDefenders ‼️"
117,3,#Russia does not respond to the demand to return the bodies of the dead soldiers from #Azovstal in #Olenivka. Our #Heroes should be buried with all honors. We call to return their bodies home! 29.07.2022🔥 #russiaisaterrorisstate #RussianUkrainianWar
118,1,Why isn’t . establ’g #HumanitarianCorridor to #Mariupol #Ukraine for . to evacuate people ? There won’t be anyone alive if they wait Why isn’t . putting ships in the #BlackSea ? #Russia MUST feel disapproval of pounding cities to ash. . #UkraineInvasion
118,2,Why isn’t. establishing #HumanitarianCorridor to #Mariupol #Ukraine for . to evacuate people ? There won’t be anyone alive if they wait. Why isn’t . putting ships in the #BlackSea ? #Russia MUST feel disapproval of pounding cities to ash. . #War
118,3,Why isn’t. establishing #HumanitarianCorridor to #Mariupol #Ukraine for . to evacuate people ? There won’t be anyone alive if they wait. Why isn’t . putting ships in the #BlackSea ? #Russia MUST feel disapproval of pounding cities to ash. . .
119,1,Happy World Red Cross Day #redcrossday #covid #redcross #redcrossyouth #redcrescent #worldredcrossday #youth #icrc #redcrossinternational #kantech #kantechservices #canada #europe #australia #africa #india #itsolutions #business #projectmanagement #technology #usa #uae #uk
119,2,"World Red Cross Day, May 8th, World Map with Red Cross People icon, Social Media Digital Post #WorldRedCrossDay #TrendingNow #World #international #NGO #WHO #UN #USA #UK #MiddleEast #Austarlia #islands #UkraineRussiaWar #DigitalMarketing #socialmedia"
119,3,"World Red Cross Day, May 8th, World Map with Red Cross People, DOWNLOAD👇 #WorldRedCrossDay #TrendingNow #World #international #NGO #WHO #UN #USA #UK #MiddleEast #Austarlia #islands #UkraineRussiaWar #DigitalMarketing #socialmedia #c #d #b #w #z #l"
120,1,"while defending not only #Ukraine, but also #European security. Particularly, the rally participants demand for #ICRC to safeguard the rights of the prisoners of war under the #Geneva Convention. #ukraine #putinisamasskiller #putinisawarcriminal"
120,2,"Responsible leaders- #NATO, #UN, #EU-visit #Ukraine; #rafaelmgrossi @ Zaporizhzhia nuclear power plant. #ICRC, #Amnesty heads don't! Their ""charge""-#Ukraine's war prisoners kept in inhumane conditions-tortured, starved, executed. No oversight/action! Don't send funds!"
120,3,#UkraineRussianWar #Ukraine #Russia Performance in memory of the Ukrainian prisoners of war who died in the colony in the occupied #Yelenovka. Protesters called the #UN and #ICRC to provide security guarantees to Ukrainian POW and to recognize Russia as a sponsor of terrorism
121,1,"We ⁦ ⁩ are ready to facilitate safe passage of civilians out of #Mariupol. But we need commitment from the parties &amp; agreement on: - time, locations, routes - people who want to evacuate voluntarily -assistance to be brought in Statement 👇🏻"
121,2,- coordinated safe passage from #mariupol: nearly 500 civilians evacuated. We will repeat this operation as long as necessary and possible.👇🏼my exchange with tonight on
121,3,: People in #Mariupol desperately need a safe haven. Our team is on the move towards the city to help with a safe passage out. This effort has been and remains extremely complex. We hope to have the necessary conditions to do this …
122,1,Everyone Make a Wish 1:11 EST #FreeUkraine #CrimeaIsUkraine #FreeAzovstalDefenders🇺🇦B42L8 MustListen #Survivors #Heroes #BadAssUkrainians #BadAssWomen #LiveNOW #MriyaReport #NAFO #Fellas
122,2,"Russia's genocide in Ukraine shows that the Western gravy trains – , , , and – have failed and need to be overhauled, replaced or eradicated. Because, meanwhile, dictators thrive and innocent people suffer #StandWithUkraine #SlavaUkraini"
122,3,"Ой у лузі червона In the meadow, there a red kalyna, has bent down low For some reason, our glorious 🇺🇦, has been worried so. And we'll take that red kalyna and we will raise it up, And we, our glorious 🇺🇦, shall, hey - hey, cheer up - and rejoice! #SlavaUkraini #HeroiamSlava"
123,1,I bet &amp; MR WAR IS EVIL will never look at #Ukraine privileges to commit WAR CRIMES They are all TURNED BLIND DEAF &amp; MUTE on those savage WTF
123,2,Where those ?? Are they also TURNED BLIND DEAF n MUTE on #Yemen like they did on #Ukraine #Donbass ??? FVCK THEM ALL !!
123,3,#Ukrainian were/are free to do anything since 2014 against anyone. turned BLIND DEAF n MUTE on #Ukraine crimes. Useless bodies served as #US tools. We hv seen how fast they checking #Russian 'war crimes' but not #Ukraine
